,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19,s_X20,s_X21,s_X22,s_X23,s_X24
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X3_GET_req],2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,REST_X3,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,REST_X3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,[X3_X8_GET_req],5,3,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,REST_X8,6,3,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,REST_X8,7,3,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,[X8_X24_GET_req],8,3,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,REST_X24,9,3,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10,REST_X24,10,3,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11,[X24_X12_GET_req],11,3,0,0,12,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
12,REST_X12,12,3,0,0,12,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12
13,REST_X12,13,3,0,0,12,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12
14,[X12_X21_GET_req],14,3,0,0,12,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,12
15,REST_X21,15,3,0,0,12,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,12
16,REST_X21,16,3,0,0,12,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,12
17,[X21_X14_GET_req],17,3,0,0,12,0,0,0,0,14,0,0,0,6,0,1,0,0,0,0,0,0,10,0,0,12
18,REST_X14,18,3,0,0,12,0,0,0,0,14,0,0,0,6,0,2,0,0,0,0,0,0,10,0,0,12
19,REST_X14,19,3,0,0,12,0,0,0,0,14,0,0,0,6,0,11,0,0,0,0,0,0,10,0,0,12
20,[X14_X9_GET_req],20,3,0,0,12,0,0,0,0,14,1,0,0,6,0,12,0,0,0,0,0,0,10,0,0,12
21,REST_X9,21,3,0,0,12,0,0,0,0,14,2,0,0,6,0,12,0,0,0,0,0,0,10,0,0,12
22,REST_X9,22,3,0,0,12,0,0,0,0,14,5,0,0,6,0,12,0,0,0,0,0,0,10,0,0,12
23,[X9_X16_GET_req],23,3,0,0,12,0,0,0,0,14,6,0,0,6,0,12,0,1,0,0,0,0,10,0,0,12
24,REST_X16,24,3,0,0,12,0,0,0,0,14,6,0,0,6,0,12,0,2,0,0,0,0,10,0,0,12
