,from,to,method,action,result
0,X0,X14,GET,req,
1,X14,X12,GET,req,
2,X12,X10,GET,req,
3,X10,X24,GET,req,
4,X24,X15,GET,req,
5,X15,X2,GET,req,
6,X15,X2,GET,resp,2xx
