,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19,s_X20,s_X21,s_X22,s_X23,s_X24
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X10_GET_req],2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,REST_X10,3,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,REST_X10,4,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,[X10_X17_GET_req],5,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,REST_X17,6,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7,REST_X17,7,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0
8,[X17_X19_GET_req],8,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,1,0,0,0,0,0
9,REST_X19,9,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,2,0,0,0,0,0
10,REST_X19,10,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,13,0,0,0,0,0
11,[X19_X22_GET_req],11,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,14,0,0,1,0,0
12,REST_X22,12,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,14,0,0,2,0,0
13,REST_X22,13,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,14,0,0,11,0,0
14,[X22_X14_GET_req],14,11,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,6,0,14,0,0,12,0,0
15,REST_X14,15,11,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,6,0,14,0,0,12,0,0
16,REST_X14,16,11,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,6,0,14,0,0,12,0,0
17,[X14_X24_GET_req],17,11,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,6,0,14,0,0,12,0,1
18,REST_X24,18,11,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,6,0,14,0,0,12,0,2
19,REST_X24,19,11,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,6,0,14,0,0,12,0,3
20,[X14_X24_GET_resp_2xx],20,11,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,6,0,14,0,0,12,0,0
21,[X22_X14_GET_resp_2xx],21,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,14,0,0,3,0,0
22,[X19_X22_GET_resp_2xx],22,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,3,0,0,0,0,0
23,[X17_X19_GET_resp_2xx],23,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0
24,[X10_X17_GET_resp_2xx],24,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,[X0_X10_GET_resp_2xx],25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,REST_X0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,[X0_X10_GET_req],27,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,REST_X10,28,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,REST_X10,29,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,[X10_X17_GET_req],30,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,REST_X17,31,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0
32,REST_X17,32,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0
33,[X17_X19_GET_req],33,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,1,0,0,0,0,0
34,REST_X19,34,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,2,0,0,0,0,0
35,REST_X19,35,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,13,0,0,0,0,0
36,[X19_X22_GET_req],36,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,14,0,0,1,0,0
37,REST_X22,37,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,14,0,0,2,0,0
38,REST_X22,38,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,14,0,0,11,0,0
39,[X22_X14_GET_req],39,11,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,6,0,14,0,0,12,0,0
40,REST_X14,40,11,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,6,0,14,0,0,12,0,0
41,REST_X14,41,11,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,6,0,14,0,0,12,0,0
42,[X14_X24_GET_req],42,11,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,6,0,14,0,0,12,0,1
43,REST_X24,43,11,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,6,0,14,0,0,12,0,2
44,REST_X24,44,11,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,6,0,14,0,0,12,0,3
45,[X14_X24_GET_resp_2xx],45,11,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,6,0,14,0,0,12,0,0
46,[X22_X14_GET_resp_2xx],46,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,14,0,0,3,0,0
47,[X19_X22_GET_resp_2xx],47,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,3,0,0,0,0,0
48,[X17_X19_GET_resp_2xx],48,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0
49,[X10_X17_GET_resp_2xx],49,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,[X0_X10_GET_resp_2xx],50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,REST_X0,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
